ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
0,43.0,0,1,16.0,2,1,2,3.0,0,3.0,2,1.0,0,5,0,1.0,1,17455.0
0,49.0,1,1,6.0,1,1,2,4.0,4,3.0,2,1.0,1,3,1,0.0,0,28964.0
0,27.0,1,1,11.0,2,1,2,3.0,0,4.0,2,2.0,1,3,0,1.0,1,17478.0
0,32.0,1,3,14.0,1,1,3,4.0,1,4.0,0,2.0,1,2,1,0.0,2,20228.0
0,31.0,1,3,13.0,3,2,3,3.0,1,3.0,1,5.0,0,2,0,0.0,2,22547.0
0,30.0,1,1,34.0,3,1,3,3.0,1,3.0,0,2.0,0,3,0,2.0,2,20775.0
0,31.0,0,1,13.0,2,1,2,4.0,3,3.0,0,2.0,0,2,1,1.0,3,23943.0
0,39.0,0,1,5.0,3,2,2,4.0,2,3.0,0,2.0,0,5,1,1.0,4,34272.0
1,39.0,1,3,9.0,3,1,2,3.0,1,3.0,0,5.0,1,4,1,1.0,2,20238.0
0,47.0,1,1,11.0,2,2,2,3.0,2,3.0,0,5.0,0,2,0,1.0,4,33300.0
0,43.0,0,1,16.0,2,1,2,4.0,1,3.0,1,2.0,0,3,0,0.0,2,20257.0
0,27.0,0,3,6.0,3,2,3,3.0,1,4.0,0,1.0,1,2,0,2.0,2,21349.0
0,43.0,1,1,13.0,2,1,2,3.0,3,5.0,0,1.0,0,5,1,0.0,3,24985.0
0,40.0,1,3,6.0,3,2,2,5.0,1,3.0,0,3.0,1,3,1,0.0,2,22457.0
1,29.0,1,1,14.0,2,2,3,5.0,0,5.0,0,2.0,1,3,1,1.0,1,17119.0
0,30.0,1,3,11.0,3,1,1,4.0,1,3.0,1,2.0,0,2,0,0.0,2,21118.0
0,27.0,1,3,14.0,3,1,2,3.0,1,4.0,0,2.0,0,2,0,0.0,2,21214.0
0,37.0,1,1,11.0,3,2,3,3.0,1,3.0,1,1.0,0,3,0,0.0,2,21347.0
0,38.0,1,1,21.0,2,2,3,4.0,3,3.0,1,1.0,1,5,1,1.0,3,26510.0
0,31.0,1,1,13.0,3,1,2,3.0,3,3.0,3,2.0,1,4,1,1.0,3,22143.0
0,29.0,1,3,16.0,3,1,2,4.0,1,4.0,1,2.0,1,5,0,1.0,2,23268.0
0,35.0,1,1,11.0,1,2,3,3.0,3,4.0,3,1.0,0,3,0,0.0,3,23095.0
0,23.0,1,1,32.0,2,2,2,3.0,0,3.0,1,2.0,0,2,1,1.0,1,17904.0
0,41.0,1,1,12.0,3,2,3,4.0,1,4.0,2,7.0,1,3,1,0.0,2,21032.0
0,47.0,0,3,10.0,3,2,2,3.0,1,3.0,2,4.0,0,4,0,1.0,2,17976.0
0,42.0,1,1,29.0,2,1,2,3.0,4,3.0,2,3.0,0,3,0,0.0,0,30992.0
0,42.0,1,2,8.0,1,2,2,3.0,0,3.0,1,1.0,1,4,1,0.0,1,17696.0
0,32.0,1,1,8.0,3,1,3,3.0,0,4.0,0,2.0,0,4,0,0.0,1,17370.0
0,48.0,1,3,35.0,3,1,3,3.0,3,3.0,0,4.0,0,4,0,0.0,3,27504.0
0,37.0,1,1,12.0,3,2,2,2.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0
0,26.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0
0,42.0,1,1,8.0,2,2,3,4.0,1,3.0,3,4.0,0,2,0,1.0,2,21781.0
1,21.0,0,3,6.0,1,1,2,4.0,0,4.0,2,2.0,1,5,1,1.0,1,17174.0
0,36.0,0,3,6.0,3,1,2,3.0,1,3.0,3,5.0,0,2,1,1.0,2,21653.0
0,36.0,0,3,9.0,3,2,2,4.0,3,3.0,0,5.0,0,2,0,1.0,3,24699.0
0,57.0,1,1,6.0,3,2,2,3.0,1,3.0,0,3.0,0,3,1,1.0,2,21755.0
0,40.0,1,1,16.0,2,1,2,2.0,0,3.0,0,4.0,1,3,0,1.0,1,17213.0
0,21.0,0,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17610.0
1,33.0,1,3,11.0,3,1,2,3.0,0,3.0,2,2.0,1,2,1,0.0,1,17851.0
0,46.0,0,1,13.0,3,1,1,3.0,1,3.0,0,3.0,0,5,0,0.0,2,20258.0
1,41.0,0,3,10.0,3,2,2,3.0,1,4.0,3,2.0,0,3,1,0.0,2,24355.0
0,50.0,1,1,16.0,1,2,3,4.0,3,3.0,3,7.0,0,5,0,2.0,3,25496.0
1,40.0,1,3,28.0,3,2,3,4.0,1,3.0,0,3.0,1,3,1,1.0,2,21380.0
0,31.0,1,1,15.0,2,2,2,4.0,0,4.0,2,1.0,1,3,1,0.0,1,17657.0
1,21.0,1,3,18.0,2,1,2,2.0,0,4.0,2,2.0,0,5,0,1.0,1,17716.0
0,29.0,1,1,29.0,2,2,2,3.0,0,3.0,2,1.0,0,3,1,0.0,1,17201.0
0,35.0,1,1,15.0,2,2,3,4.0,1,4.0,3,1.0,0,2,1,2.0,2,21540.0
0,28.0,1,3,15.0,2,2,3,3.0,1,3.0,2,2.0,0,3,1,0.0,2,20253.0
0,49.0,1,1,13.0,2,2,2,4.0,3,3.0,3,1.0,0,2,1,1.0,3,25965.0
0,36.0,1,1,8.0,2,1,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17543.0
1,34.0,0,3,25.0,3,2,3,2.0,1,3.0,2,1.0,1,2,1,2.0,2,20304.0
0,55.0,1,1,8.0,2,1,3,3.0,4,3.0,2,3.0,1,5,0,1.0,0,31659.0
0,30.0,1,3,8.0,1,2,3,3.0,0,4.0,0,2.0,0,3,1,2.0,1,17476.0
1,26.0,0,1,9.0,1,2,3,3.0,0,5.0,2,1.0,0,3,0,2.0,1,18102.0
0,22.0,1,1,17.0,3,1,2,3.0,0,4.0,0,2.0,0,2,1,0.0,1,17244.0
0,36.0,1,3,8.0,3,2,3,4.0,3,3.0,0,2.0,0,2,1,0.0,3,22596.0
1,30.0,0,1,10.0,1,2,2,3.0,0,3.0,2,19.0,1,4,1,1.0,1,17285.0
0,37.0,1,1,20.0,2,1,3,3.0,0,5.0,1,2.0,0,4,1,0.0,1,18034.0
0,40.0,1,3,8.0,3,1,2,3.0,1,4.0,1,1.0,0,2,0,1.0,2,20715.0
0,42.0,1,1,6.0,2,1,3,3.0,0,5.0,1,4.0,0,3,1,1.0,1,17576.0
0,43.0,1,1,18.0,2,2,2,4.0,4,4.0,1,2.0,0,3,0,1.0,0,29336.0
0,54.0,1,1,11.0,3,2,2,3.0,2,5.0,0,5.0,0,4,1,0.0,4,34406.0
0,34.0,0,3,10.0,3,1,3,3.0,1,3.0,0,1.0,0,2,1,0.0,2,21538.0
0,43.0,0,1,27.0,3,2,3,3.0,0,3.0,0,1.0,0,4,0,2.0,1,17258.0
0,31.0,1,1,6.0,2,2,3,4.0,0,5.0,0,2.0,0,4,0,0.0,1,17218.0
0,39.0,0,1,6.0,2,2,2,3.0,2,3.0,1,2.0,1,3,0,1.0,4,34197.0
0,56.0,0,3,12.0,2,1,2,2.0,4,5.0,0,1.0,0,3,1,0.0,0,28212.0
0,30.0,1,3,18.0,1,1,2,3.0,1,3.0,3,1.0,0,2,1,0.0,2,21577.0
0,41.0,1,3,6.0,3,2,2,2.0,3,5.0,0,2.0,0,3,1,1.0,3,23392.0
0,52.0,1,1,9.0,3,2,2,4.0,3,3.0,0,3.0,1,2,0,0.0,3,22969.0
0,45.0,1,1,16.0,2,2,3,3.0,0,3.0,0,4.0,0,5,1,0.0,1,17654.0
0,52.0,1,1,10.0,2,1,1,3.0,4,3.0,0,3.0,0,5,1,0.0,0,31555.0
0,30.0,1,1,8.0,2,1,2,5.0,1,3.0,2,3.0,0,2,0,1.0,2,21091.0
0,60.0,1,1,13.0,2,1,2,3.0,2,5.0,0,6.0,0,5,0,0.0,4,34566.0
1,24.0,1,3,6.0,1,1,3,3.0,0,4.0,2,2.0,1,4,1,2.0,1,18202.0
1,34.0,0,3,12.0,3,1,2,5.0,0,3.0,1,1.0,0,4,1,1.0,1,17351.0
0,38.0,0,1,8.0,2,2,2,3.0,0,3.0,0,2.0,1,5,1,1.0,1,16702.0
0,40.0,1,3,8.0,2,1,3,3.0,2,3.0,0,1.0,0,3,0,0.0,4,33041.0
0,26.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17886.0
0,30.0,0,1,9.0,2,2,2,3.0,0,3.0,0,5.0,0,3,0,1.0,1,17097.0
0,29.0,1,1,9.0,3,2,3,4.0,3,3.0,0,2.0,0,2,1,2.0,3,26935.0
1,29.0,1,1,31.0,1,1,3,4.0,0,4.0,0,6.0,0,3,0,2.0,1,17546.0
1,19.0,1,2,8.0,1,2,2,4.0,0,3.0,2,2.0,0,3,1,1.0,1,17564.0
0,30.0,0,3,28.0,2,1,3,3.0,3,5.0,0,1.0,0,2,1,0.0,3,23412.0
0,57.0,1,3,35.0,3,2,2,4.0,4,3.0,1,4.0,0,3,0,0.0,0,29118.0
0,50.0,1,1,35.0,2,2,2,4.0,4,3.0,0,1.0,0,5,1,1.0,0,32046.0
0,30.0,0,1,8.0,3,1,2,3.0,0,3.0,2,1.0,0,4,1,0.0,1,17564.0
0,60.0,0,3,34.0,3,1,3,4.0,3,5.0,0,5.0,0,2,1,0.0,3,25266.0
0,47.0,1,1,8.0,3,1,3,3.0,1,3.0,1,6.0,0,2,0,1.0,2,20070.0
0,46.0,1,1,8.0,2,2,2,3.0,4,3.0,0,7.0,0,5,0,0.0,0,32861.0
0,34.0,1,1,8.0,2,2,3,4.0,0,3.0,1,4.0,0,5,1,0.0,1,17768.0
0,46.0,1,3,16.0,3,1,3,4.0,3,3.0,0,3.0,1,2,1,1.0,3,24071.0
0,31.0,1,1,15.0,2,2,2,3.0,3,4.0,1,2.0,0,3,1,1.0,3,25648.0
1,33.0,1,1,21.0,3,2,2,3.0,3,3.0,0,1.0,1,5,0,0.0,3,28610.0
0,30.0,1,3,13.0,3,2,2,3.0,0,4.0,2,1.0,0,2,1,0.0,1,17983.0
0,35.0,1,1,22.0,2,2,3,3.0,3,3.0,0,5.0,1,2,0,1.0,3,22632.0
1,31.0,0,1,26.0,2,2,3,3.0,3,3.0,0,4.0,0,3,1,0.0,3,24824.0
1,34.0,0,2,29.0,2,1,2,3.0,3,5.0,1,1.0,1,3,1,0.0,3,24950.0
0,42.0,0,1,11.0,2,2,3,3.0,0,3.0,0,5.0,0,3,1,0.0,1,17093.0
0,36.0,0,3,16.0,3,2,2,3.0,3,3.0,3,2.0,0,2,1,1.0,3,24980.0
0,55.0,1,3,24.0,2,1,2,3.0,4,4.0,2,4.0,0,2,0,1.0,0,31835.0
0,41.0,0,3,16.0,2,2,2,3.0,1,3.0,2,1.0,0,2,0,1.0,2,21230.0
0,40.0,1,1,12.0,2,0,3,3.0,4,3.0,3,1.0,0,5,1,2.0,0,28237.0
0,31.0,1,3,8.0,2,2,3,3.0,1,3.0,3,5.0,1,5,1,1.0,2,21582.0
0,42.0,1,1,30.0,3,2,2,3.0,3,5.0,0,2.0,1,2,1,1.0,3,22406.0
1,26.0,0,2,23.0,2,1,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0
0,33.0,1,1,6.0,3,1,3,2.0,4,3.0,1,5.0,0,2,0,2.0,0,31184.0
0,31.0,1,3,13.0,2,2,2,4.0,3,3.0,1,1.0,0,3,1,0.0,3,26557.0
1,18.0,0,3,11.0,3,2,3,3.0,0,4.0,2,2.0,1,4,1,2.0,1,16878.0
0,40.0,0,3,34.0,2,2,2,5.0,3,5.0,1,4.0,0,5,1,0.0,3,25932.0
0,41.0,0,1,8.0,2,1,3,4.0,1,3.0,3,3.0,1,2,0,0.0,2,21811.0
0,34.0,1,3,27.0,2,2,3,2.0,1,3.0,2,2.0,0,3,1,0.0,2,20337.0
1,26.0,1,1,30.0,1,2,3,5.0,0,3.0,2,2.0,1,3,1,2.0,1,17340.0
0,37.0,1,1,6.0,1,1,2,3.0,3,3.0,3,5.0,0,5,1,1.0,3,22491.0
0,46.0,0,1,24.0,3,1,2,3.0,3,3.0,0,6.0,0,3,1,0.0,3,25527.0
0,41.0,1,3,8.0,2,1,3,3.0,4,5.0,0,1.0,0,5,1,1.0,0,31595.0
0,37.0,0,3,15.0,3,2,3,3.0,3,4.0,1,2.0,0,2,1,0.0,3,23834.0
0,52.0,1,1,12.0,1,2,3,3.0,1,5.0,1,4.0,1,4,1,2.0,2,20577.0
0,24.0,0,3,30.0,3,2,2,3.0,0,3.0,0,1.0,0,4,0,1.0,1,17400.0
0,38.0,1,1,16.0,3,1,3,3.0,1,3.0,0,4.0,0,3,1,2.0,2,24824.0
0,37.0,1,1,6.0,2,1,3,3.0,1,4.0,0,7.0,0,2,1,1.0,2,21447.0
0,49.0,1,1,24.0,2,2,2,4.0,2,3.0,1,2.0,1,3,0,1.0,4,34502.0
0,24.0,1,1,29.0,3,2,2,2.0,0,3.0,0,2.0,1,4,0,1.0,1,17725.0
0,26.0,1,3,34.0,3,2,3,3.0,1,4.0,0,2.0,0,3,1,0.0,2,21272.0
0,24.0,1,1,23.0,2,2,3,4.0,0,4.0,0,2.0,0,3,1,1.0,1,17127.0
0,50.0,0,2,9.0,3,2,2,3.0,2,4.0,0,2.0,0,2,1,0.0,4,33200.0
0,25.0,1,3,19.0,3,2,2,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17096.0
1,24.0,0,1,13.0,2,1,2,3.0,0,3.0,0,2.0,1,4,0,0.0,1,17886.0
1,30.0,0,3,18.0,2,2,3,4.0,0,5.0,0,2.0,0,5,1,0.0,1,17033.0
0,31.0,1,3,12.0,3,2,3,2.0,1,3.0,1,5.0,0,5,1,2.0,2,20460.0
0,27.0,1,1,12.0,3,1,3,4.0,0,3.0,1,1.0,0,2,1,1.0,1,17187.0
0,37.0,1,3,8.0,3,2,3,3.0,1,3.0,0,5.0,1,3,0,1.0,2,24602.0
0,20.0,1,1,6.0,2,1,2,4.0,0,4.0,2,2.0,0,4,1,0.0,1,17836.0
0,43.0,1,1,12.0,2,2,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0
0,38.0,1,1,6.0,2,1,2,3.0,0,5.0,2,4.0,0,2,1,1.0,1,17619.0
0,43.0,0,1,15.0,3,2,3,3.0,1,3.0,1,4.0,1,3,1,0.0,2,20679.0
0,48.0,1,1,6.0,2,1,2,4.0,4,5.0,0,1.0,0,4,0,1.0,0,30402.0
0,44.0,1,2,6.0,2,1,2,4.0,1,3.0,2,5.0,0,5,1,1.0,2,20985.0
0,34.0,1,3,20.0,1,1,2,3.0,0,3.0,1,2.0,1,5,1,1.0,1,17579.0
1,27.0,1,3,8.0,3,2,2,3.0,0,5.0,1,1.0,0,5,0,1.0,1,18041.0
0,44.0,1,1,9.0,2,2,2,3.0,2,3.0,0,5.0,1,2,1,0.0,4,34513.0
0,22.0,1,1,12.0,3,2,3,3.0,0,3.0,0,1.0,0,2,1,0.0,1,17773.0
0,33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,2,1,1.0,2,22104.0
0,32.0,1,1,15.0,2,1,3,3.0,1,3.0,0,2.0,1,5,1,2.0,2,21322.0
0,30.0,0,1,9.0,3,1,3,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17083.0
0,53.0,1,3,6.0,3,1,2,3.0,1,5.0,3,1.0,0,2,1,1.0,2,23381.0
0,34.0,1,1,6.0,2,2,2,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17691.0
0,26.0,1,1,12.0,2,1,3,3.0,0,3.0,0,2.0,1,2,0,0.0,1,17659.0
0,37.0,1,1,9.0,2,2,2,3.0,3,3.0,0,2.0,0,2,1,0.0,3,24434.0
0,29.0,1,3,9.0,3,1,3,3.0,1,3.0,0,2.0,0,2,0,0.0,2,20561.0
0,35.0,1,1,12.0,2,2,2,5.0,1,3.0,3,2.0,0,5,1,0.0,2,21646.0
0,33.0,0,1,12.0,2,2,1,3.0,1,3.0,1,4.0,0,5,1,0.0,2,22725.0
0,54.0,1,2,25.0,3,2,2,3.0,3,4.0,0,3.0,0,3,1,0.0,3,25725.0
0,36.0,1,1,15.0,3,2,2,4.0,1,4.0,1,3.0,1,4,1,0.0,2,23847.0
0,27.0,1,1,9.0,3,2,2,4.0,0,3.0,2,1.0,0,2,0,0.0,1,17045.0
1,20.0,1,1,16.0,3,2,2,3.0,0,3.0,2,2.0,1,5,0,0.0,1,16009.0
1,33.0,0,1,9.0,2,2,3,3.0,0,5.0,2,2.0,1,5,1,2.0,1,18348.0
0,35.0,0,1,9.0,2,2,2,4.0,0,3.0,0,2.0,0,2,1,1.0,1,16281.0
0,23.0,1,1,10.0,3,2,2,2.0,0,5.0,0,3.0,0,4,0,1.0,1,17819.0
0,29.0,0,1,6.0,2,2,3,5.0,0,3.0,1,2.0,0,2,1,0.0,1,17720.0
0,48.0,1,3,8.0,3,2,2,2.0,1,4.0,0,4.0,0,3,1,0.0,2,23120.0
0,50.0,1,1,34.0,3,2,3,2.0,0,3.0,0,2.0,1,2,1,2.0,1,18221.0
0,34.0,1,1,15.0,3,0,2,4.0,3,4.0,3,2.0,0,2,1,1.0,3,23621.0
0,32.0,1,3,16.0,3,2,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20396.0
1,50.0,0,3,14.0,1,2,2,3.0,1,3.0,0,4.0,1,5,1,0.0,2,21796.0
0,38.0,1,1,6.0,2,1,2,2.0,1,3.0,3,1.0,0,2,1,1.0,2,22625.0
0,27.0,1,1,6.0,2,1,3,3.0,3,5.0,0,2.0,0,4,1,2.0,3,22412.0
0,32.0,1,1,9.0,2,0,2,3.0,3,3.0,3,4.0,0,2,1,1.0,3,26159.0
0,40.0,0,3,11.0,2,2,2,4.0,3,5.0,0,6.0,1,5,0,1.0,3,25475.0
0,53.0,1,1,13.0,2,2,2,2.0,4,3.0,0,4.0,0,2,0,0.0,0,29814.0
0,41.0,1,2,16.0,2,2,3,4.0,2,3.0,1,4.0,0,2,1,0.0,4,34141.0
0,60.0,1,3,22.0,3,2,2,3.0,1,5.0,2,1.0,0,4,1,0.0,2,20405.0
0,27.0,0,1,16.0,2,2,2,3.0,3,5.0,1,2.0,0,3,1,0.0,3,23793.0
0,41.0,1,2,6.0,2,2,2,4.0,2,3.0,0,2.0,0,2,1,1.0,4,34189.0
1,28.0,1,1,6.0,2,1,3,5.0,0,4.0,2,1.0,1,2,1,0.0,1,17216.0
0,36.0,0,1,14.0,2,1,3,2.0,3,5.0,0,1.0,0,3,0,0.0,3,26713.0
0,38.0,1,1,6.0,2,1,2,3.0,3,3.0,3,5.0,1,2,0,1.0,3,22861.0
0,47.0,0,3,9.0,3,1,2,3.0,4,3.0,1,1.0,1,5,1,1.0,0,28770.0
0,30.0,1,3,33.0,3,2,2,3.0,1,3.0,1,1.0,0,3,1,0.0,2,20304.0
0,29.0,1,3,16.0,2,2,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17642.0
1,42.0,0,1,25.0,3,2,2,2.0,0,3.0,1,7.0,1,3,1,1.0,1,17759.0
0,43.0,0,3,21.0,2,2,2,4.0,1,3.0,0,4.0,0,5,0,1.0,2,21804.0
0,34.0,1,1,14.0,3,1,3,3.0,1,3.0,2,4.0,0,4,1,1.0,2,21142.0
0,23.0,1,1,15.0,3,2,2,3.0,0,5.0,0,2.0,0,3,0,1.0,1,17500.0
0,39.0,1,2,9.0,2,1,2,2.0,1,4.0,0,1.0,0,2,1,0.0,2,21389.0
0,56.0,1,1,15.0,3,2,2,3.0,4,3.0,0,1.0,0,4,0,0.0,0,26103.0
0,40.0,1,1,8.0,3,1,2,4.0,0,3.0,2,1.0,1,3,1,1.0,1,17342.0
0,27.0,1,1,13.0,3,1,2,4.0,1,5.0,3,1.0,0,3,1,0.0,2,21811.0
0,29.0,1,3,16.0,3,2,2,3.0,0,4.0,1,2.0,0,2,0,1.0,1,17297.0
0,53.0,1,1,12.0,2,2,2,3.0,1,3.0,2,3.0,0,5,1,0.0,2,17450.0
0,35.0,0,1,8.0,2,1,3,3.0,1,5.0,1,3.0,0,4,0,0.0,2,20093.0
0,32.0,0,1,30.0,2,2,3,3.0,1,3.0,0,2.0,0,4,1,0.0,2,20309.0
0,38.0,1,1,8.0,3,2,3,3.0,0,3.0,0,7.0,1,4,0,0.0,1,18057.0
0,34.0,1,1,14.0,2,1,2,3.0,1,5.0,1,4.0,0,5,1,0.0,2,20121.0
0,52.0,1,3,9.0,3,2,2,4.0,4,5.0,0,2.0,0,5,1,0.0,0,31856.0
1,33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0
0,25.0,1,3,32.0,3,1,2,3.0,1,3.0,2,2.0,0,4,0,0.0,2,21180.0
0,45.0,1,3,8.0,1,2,2,5.0,1,3.0,3,1.0,0,5,0,0.0,2,21632.0
1,47.0,0,3,33.0,2,1,3,1.0,1,3.0,3,5.0,1,4,1,2.0,2,21397.0
0,34.0,1,3,8.0,2,2,2,3.0,1,3.0,2,2.0,0,5,0,0.0,2,21274.0
0,36.0,0,3,14.0,2,2,3,4.0,3,5.0,3,2.0,0,2,0,2.0,3,22587.0
1,26.0,1,3,14.0,1,2,2,4.0,1,5.0,2,7.0,0,3,1,1.0,2,20326.0
0,34.0,1,1,6.0,2,1,3,1.0,0,3.0,2,3.0,0,2,0,0.0,1,18280.0
0,54.0,1,1,25.0,3,1,3,3.0,1,5.0,1,1.0,1,3,0,0.0,2,20485.0
0,37.0,1,1,16.0,2,1,2,3.0,0,5.0,1,1.0,1,3,1,1.0,1,17782.0
0,38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,2,1,2.0,2,20980.0
0,35.0,1,3,14.0,2,1,3,3.0,0,3.0,0,2.0,0,3,0,0.0,1,17572.0
0,34.0,1,3,14.0,2,1,3,3.0,1,5.0,0,6.0,0,2,1,0.0,2,21500.0
0,42.0,0,1,14.0,2,2,3,3.0,2,3.0,1,2.0,0,5,0,1.0,4,33430.0
1,23.0,1,1,12.0,2,2,3,1.0,0,5.0,0,2.0,1,3,1,2.0,1,16601.0
0,24.0,0,1,15.0,2,2,2,4.0,0,4.0,1,2.0,0,5,1,0.0,1,17694.0
0,52.0,1,1,17.0,2,1,2,3.0,1,3.0,0,1.0,0,2,1,1.0,2,18149.0
0,50.0,1,1,8.0,3,2,3,3.0,4,3.0,0,6.0,0,2,0,1.0,0,32639.0
1,29.0,1,1,6.0,2,1,2,4.0,0,5.0,0,2.0,1,2,0,0.0,1,17319.0
0,33.0,1,1,13.0,3,2,2,3.0,3,3.0,0,1.0,0,4,0,0.0,3,26691.0
1,33.0,1,3,22.0,3,1,3,3.0,1,5.0,2,6.0,0,3,1,0.0,2,20324.0
0,47.0,1,1,8.0,2,1,2,3.0,4,3.0,0,2.0,1,4,1,0.0,0,31752.0
0,36.0,1,1,6.0,2,1,2,3.0,1,4.0,0,1.0,0,5,0,0.0,2,20228.0
0,29.0,1,1,29.0,2,2,2,1.0,0,3.0,0,2.0,0,2,1,1.0,1,17700.0
1,58.0,1,1,8.0,2,2,2,3.0,2,4.0,2,1.0,1,3,1,1.0,4,34246.0
0,35.0,1,1,6.0,2,1,2,1.0,0,3.0,2,4.0,0,3,0,0.0,1,17506.0
0,42.0,1,1,6.0,2,1,2,4.0,1,3.0,0,1.0,1,3,0,1.0,2,21062.0
0,36.0,1,2,19.0,2,2,2,3.0,0,4.0,0,5.0,0,3,1,0.0,1,17143.0
0,32.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,0,4,1,0.0,2,21162.0
0,40.0,0,1,22.0,3,2,2,4.0,1,3.0,2,7.0,0,5,1,1.0,2,20094.0
0,30.0,1,1,8.0,3,1,2,4.0,1,3.0,3,6.0,1,2,1,1.0,2,21877.0
0,45.0,1,1,8.0,2,1,3,4.0,0,3.0,2,2.0,0,3,1,1.0,1,17274.0
0,38.0,0,1,18.0,2,2,2,4.0,1,5.0,1,3.0,0,5,1,0.0,2,21288.0
0,34.0,0,1,22.0,2,1,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,17553.0
1,49.0,1,3,17.0,3,1,2,3.0,3,3.0,0,2.0,0,4,0,1.0,3,22654.0
1,55.0,1,3,8.0,3,2,2,3.0,1,3.0,2,5.0,0,2,0,1.0,2,20160.0
0,43.0,1,1,20.0,2,2,3,3.0,4,5.0,0,7.0,0,5,1,0.0,0,32159.0
0,27.0,1,1,11.0,1,2,2,4.0,3,3.0,1,2.0,1,3,0,0.0,3,27808.0
0,35.0,1,1,13.0,2,2,2,3.0,3,3.0,3,4.0,0,3,0,0.0,3,25221.0
1,26.0,0,1,11.0,3,1,2,4.0,0,3.0,0,2.0,1,2,0,1.0,1,17366.0
0,27.0,0,1,9.0,3,2,2,3.0,0,3.0,0,2.0,0,2,1,0.0,1,16706.0
0,51.0,1,3,32.0,3,1,3,3.0,4,3.0,0,3.0,0,3,0,1.0,0,31307.0
0,44.0,1,1,10.0,3,2,2,3.0,1,4.0,2,1.0,0,2,1,0.0,2,20933.0
0,35.0,1,1,33.0,3,1,2,4.0,0,5.0,2,2.0,0,4,1,1.0,1,17559.0
0,36.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,1,3,1,1.0,2,21201.0
0,53.0,1,3,13.0,3,1,3,4.0,3,3.0,0,1.0,1,2,0,0.0,3,25934.0
0,45.0,1,3,15.0,3,2,3,3.0,3,5.0,1,5.0,1,2,1,0.0,3,25761.0
0,32.0,1,1,14.0,3,1,3,1.0,1,3.0,0,6.0,0,3,1,2.0,2,20175.0
0,52.0,0,1,31.0,3,1,2,4.0,4,3.0,0,4.0,0,5,0,1.0,0,28826.0
0,37.0,1,3,22.0,3,2,3,4.0,1,3.0,1,5.0,0,5,1,2.0,2,21334.0
0,44.0,1,1,14.0,2,2,3,1.0,0,3.0,0,3.0,1,3,1,2.0,1,17818.0
0,42.0,0,1,8.0,3,2,2,3.0,0,3.0,2,6.0,1,2,0,1.0,1,17515.0
0,36.0,1,2,14.0,2,2,3,4.0,0,5.0,0,1.0,0,2,1,2.0,1,17342.0
0,35.0,1,1,15.0,2,1,3,4.0,3,3.0,0,2.0,1,4,1,1.0,3,25685.0
1,35.0,0,1,31.0,2,1,3,3.0,0,4.0,1,2.0,1,3,0,0.0,1,17022.0
0,32.0,0,1,6.0,2,2,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17314.0
0,24.0,0,1,10.0,2,2,2,4.0,0,3.0,0,1.0,0,3,0,0.0,1,18162.0
0,32.0,0,3,11.0,2,2,2,3.0,1,4.0,0,2.0,0,3,1,1.0,2,21524.0
0,38.0,1,3,15.0,3,2,3,4.0,0,4.0,0,1.0,0,4,0,0.0,1,17899.0
0,42.0,1,1,9.0,2,1,3,1.0,1,3.0,0,3.0,1,5,0,0.0,2,20231.0
0,31.0,1,1,17.0,2,2,2,3.0,0,3.0,0,4.0,1,3,1,1.0,1,17356.0
1,29.0,1,3,6.0,3,1,2,4.0,0,3.0,1,7.0,1,2,0,1.0,1,17800.0
0,53.0,1,3,14.0,3,2,3,3.0,4,3.0,0,6.0,0,3,0,2.0,0,26836.0
0,35.0,1,1,31.0,1,2,3,4.0,3,4.0,0,4.0,0,3,1,1.0,3,25903.0
0,37.0,0,3,27.0,3,1,2,3.0,0,3.0,0,6.0,0,2,1,1.0,1,17973.0
0,53.0,1,1,29.0,2,1,3,3.0,4,3.0,2,7.0,0,5,1,1.0,0,29275.0
