const,Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
1.0,1268,201268,53.0,Company Invited,1,6.0,Small Business,Female,2,4.0,Super Deluxe,3.0,Married,5.0,1,1,0,0.0,AVP,27965.0
1.0,1794,201794,30.0,Self Enquiry,1,34.0,Small Business,Female,3,3.0,Deluxe,3.0,Married,2.0,0,3,1,2.0,Manager,20775.0
1.0,1042,201042,44.0,Company Invited,1,11.0,Salaried,Male,2,4.0,Basic,3.0,Single,4.0,0,1,0,1.0,Executive,18162.0
1.0,1430,201430,38.0,Self Enquiry,1,16.0,Small Business,Female,2,5.0,Standard,3.0,Married,4.0,0,1,1,1.0,Senior Manager,28206.0
1.0,310,200310,31.0,Self Enquiry,2,8.0,Salaried,Male,3,4.0,Deluxe,5.0,Divorced,4.0,0,3,0,1.0,Manager,21410.0
1.0,4367,204367,27.0,Company Invited,2,24.0,Salaried,Female,3,4.0,Basic,3.0,Married,2.0,1,5,0,2.0,Executive,21419.0
1.0,4199,204199,38.0,Self Enquiry,1,7.0,Salaried,Female,3,4.0,Basic,3.0,Single,3.0,0,1,1,1.0,Executive,20793.0
1.0,4744,204744,42.0,Self Enquiry,1,19.0,Salaried,Male,3,4.0,Basic,3.0,Married,5.0,1,3,1,1.0,Executive,23444.0
1.0,3767,203767,29.0,Company Invited,2,7.0,Salaried,Male,3,4.0,Basic,3.0,Married,3.0,0,4,0,2.0,Executive,21384.0
1.0,4566,204566,38.0,Company Invited,3,26.0,Small Business,Male,3,4.0,Standard,4.0,Unmarried,3.0,1,5,0,1.0,Senior Manager,26320.0
1.0,4273,204273,37.0,Company Invited,3,10.0,Small Business,Male,3,5.0,Standard,3.0,Married,6.0,0,1,0,1.0,Senior Manager,28377.0
1.0,4132,204132,46.0,Company Invited,3,13.0,Small Business,Fe Male,3,5.0,Standard,3.0,Unmarried,8.0,0,4,1,1.0,Senior Manager,27543.0
1.0,3385,203385,31.0,Self Enquiry,1,13.0,Large Business,Female,3,5.0,Deluxe,3.0,Divorced,2.0,0,4,1,2.0,Manager,23305.0
1.0,2037,202037,34.0,Self Enquiry,3,8.0,Salaried,Male,2,3.0,Deluxe,3.0,Single,2.0,0,5,0,1.0,Manager,21274.0
1.0,2900,202900,32.0,Self Enquiry,3,14.0,Salaried,Male,3,5.0,Standard,3.0,Married,2.0,0,3,1,1.0,Senior Manager,30235.0
1.0,3346,203346,28.0,Self Enquiry,1,11.0,Salaried,Male,4,4.0,Basic,3.0,Married,3.0,0,4,1,2.0,Executive,21195.0
1.0,4887,204887,36.0,Self Enquiry,1,14.0,Salaried,Male,4,4.0,Basic,4.0,Unmarried,3.0,1,3,1,2.0,Executive,24041.0
1.0,4390,204390,25.0,Self Enquiry,1,24.0,Salaried,Male,4,5.0,Basic,4.0,Married,3.0,0,3,1,2.0,Executive,20805.0
1.0,4408,204408,35.0,Self Enquiry,3,21.0,Large Business,Female,3,4.0,Basic,3.0,Married,3.0,1,5,1,1.0,Executive,21257.0
1.0,68,200068,35.0,Company Invited,1,6.0,Small Business,Male,3,3.0,Basic,5.0,Divorced,5.0,0,2,0,1.0,Executive,17194.0
1.0,4581,204581,42.0,Self Enquiry,1,9.0,Salaried,Female,3,6.0,Basic,3.0,Married,6.0,1,3,0,2.0,Executive,21456.0
1.0,360,200360,57.0,Self Enquiry,1,6.0,Small Business,Male,2,3.0,Deluxe,3.0,Divorced,3.0,0,3,1,1.0,Manager,21755.0
1.0,4017,204017,35.0,Self Enquiry,1,13.0,Salaried,Female,3,4.0,Deluxe,3.0,Unmarried,3.0,0,3,0,1.0,Manager,23487.0
1.0,868,200868,28.0,Self Enquiry,1,25.0,Small Business,Male,3,4.0,Basic,5.0,Divorced,2.0,0,3,1,2.0,Executive,18196.0
1.0,2759,202759,44.0,Company Invited,1,17.0,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,0,5,0,2.0,Executive,21133.0
1.0,4289,204289,50.0,Self Enquiry,1,14.0,Salaried,Male,3,5.0,Standard,3.0,Single,2.0,0,1,1,1.0,Senior Manager,29643.0
1.0,3968,203968,27.0,Self Enquiry,3,30.0,Small Business,Female,3,5.0,Deluxe,3.0,Married,2.0,1,1,0,1.0,Manager,22835.0
1.0,2167,202167,29.0,Company Invited,3,26.0,Large Business,Female,2,3.0,Basic,3.0,Married,2.0,0,3,0,1.0,Executive,17157.0
1.0,559,200559,38.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,Basic,3.0,Divorced,7.0,1,4,0,0.0,Executive,18057.0
1.0,3258,203258,41.0,Self Enquiry,1,21.0,Small Business,Male,3,5.0,King,3.0,Single,3.0,0,3,1,2.0,VP,38304.0
1.0,1367,201367,27.0,Self Enquiry,1,8.0,Large Business,Male,2,3.0,Basic,4.0,Married,2.0,0,4,1,1.0,Executive,17226.0
1.0,2608,202608,28.0,Company Invited,1,10.0,Small Business,Male,4,5.0,Basic,3.0,Married,3.0,1,2,0,3.0,Executive,21244.0
1.0,1986,201986,23.0,Self Enquiry,1,10.0,Small Business,Male,2,1.0,Basic,5.0,Married,3.0,0,4,0,1.0,Executive,17819.0
1.0,2397,202397,36.0,Self Enquiry,2,15.0,Large Business,Female,2,3.0,Basic,3.0,Married,2.0,0,1,1,0.0,Executive,20410.0
1.0,125,200125,26.0,Self Enquiry,1,12.0,Salaried,Female,2,4.0,Basic,4.0,Divorced,2.0,0,3,1,0.0,Executive,17368.0
1.0,614,200614,26.0,Company Invited,1,11.0,Small Business,Female,2,4.0,Basic,3.0,Divorced,2.0,1,2,0,1.0,Executive,17366.0
1.0,1963,201963,44.0,Self Enquiry,2,6.0,Salaried,Female,2,4.0,Deluxe,3.0,Single,5.0,0,5,1,1.0,Manager,20985.0
1.0,3285,203285,25.0,Self Enquiry,1,31.0,Small Business,Male,3,4.0,Basic,4.0,Unmarried,2.0,0,5,1,1.0,Executive,22275.0
1.0,2703,202703,32.0,Company Invited,1,36.0,Small Business,Male,4,5.0,Basic,4.0,Unmarried,2.0,0,3,1,3.0,Executive,22157.0
1.0,1424,201424,35.0,Self Enquiry,1,15.0,Small Business,Male,2,3.0,Deluxe,3.0,Single,2.0,0,4,0,1.0,Manager,20098.0
1.0,4461,204461,43.0,Company Invited,1,26.0,Small Business,Male,3,2.0,Basic,3.0,Married,8.0,1,3,0,1.0,Executive,21437.0
1.0,1629,201629,34.0,Company Invited,3,8.0,Small Business,Female,3,3.0,Basic,3.0,Married,7.0,0,5,0,0.0,Executive,17231.0
1.0,2433,202433,38.0,Company Invited,1,15.0,Salaried,Male,3,3.0,Deluxe,5.0,Married,5.0,0,3,0,2.0,Manager,21893.0
1.0,2439,202439,48.0,Self Enquiry,3,8.0,Small Business,Male,2,4.0,Deluxe,4.0,Unmarried,1.0,1,1,1,0.0,Manager,22898.0
1.0,909,200909,19.0,Self Enquiry,1,31.0,Salaried,Female,2,1.0,Basic,3.0,Single,2.0,1,5,1,0.0,Executive,17994.0
1.0,4551,204551,33.0,Company Invited,1,7.0,Salaried,Male,4,4.0,Basic,3.0,Married,2.0,0,5,1,1.0,Executive,20992.0
1.0,1397,201397,54.0,Self Enquiry,1,15.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,4.0,0,5,0,1.0,Manager,17897.0
1.0,1302,201302,35.0,Self Enquiry,1,29.0,Small Business,Male,3,5.0,Basic,3.0,Married,1.0,0,1,1,0.0,Executive,17705.0
1.0,2172,202172,30.0,Self Enquiry,3,14.0,Salaried,Male,3,3.0,Standard,3.0,Married,6.0,0,3,1,0.0,Senior Manager,22264.0
1.0,338,200338,30.0,Self Enquiry,3,11.0,Small Business,Female,1,4.0,Deluxe,3.0,Married,2.0,0,2,0,0.0,Manager,21118.0
1.0,78,200078,37.0,Self Enquiry,1,13.0,Small Business,Male,1,3.0,Standard,3.0,Single,5.0,0,2,0,0.0,Senior Manager,28664.0
1.0,4518,204518,43.0,Self Enquiry,1,36.0,Salaried,Male,4,4.0,Deluxe,4.0,Married,3.0,0,3,1,1.0,Manager,23112.0
1.0,4439,204439,25.0,Self Enquiry,3,10.0,Salaried,Female,4,4.0,Deluxe,3.0,Unmarried,2.0,0,1,1,2.0,Manager,23255.0
1.0,3595,203595,29.0,Self Enquiry,1,34.0,Small Business,Female,3,6.0,Deluxe,5.0,Married,2.0,0,4,1,1.0,Manager,23886.0
1.0,987,200987,51.0,Company Invited,3,8.0,Small Business,Male,2,3.0,Standard,4.0,Divorced,3.0,0,4,0,0.0,Senior Manager,25596.0
1.0,1270,201270,34.0,Self Enquiry,3,9.0,Salaried,Female,2,5.0,Deluxe,3.0,Single,6.0,0,1,1,0.0,Manager,21029.0
1.0,4758,204758,31.0,Self Enquiry,3,17.0,Small Business,Male,4,5.0,Deluxe,3.0,Married,3.0,0,1,0,2.0,Manager,25256.0
1.0,1137,201137,22.0,Company Invited,1,32.0,Salaried,Female,2,4.0,Basic,3.0,Married,2.0,1,3,0,0.0,Executive,17814.0
1.0,2521,202521,46.0,Self Enquiry,1,13.0,Salaried,Male,3,4.0,Standard,5.0,Divorced,6.0,1,3,0,1.0,Senior Manager,31923.0
1.0,64,200064,36.0,Self Enquiry,1,14.0,Large Business,Female,2,3.0,Standard,3.0,Married,2.0,0,4,1,1.0,Senior Manager,25096.0
1.0,3545,203545,33.0,Self Enquiry,1,12.0,Salaried,Female,4,5.0,Deluxe,4.0,Married,5.0,0,3,1,1.0,Manager,24556.0
1.0,4623,204623,32.0,Company Invited,1,16.0,Small Business,Male,3,5.0,Basic,5.0,Single,2.0,1,3,0,2.0,Executive,20999.0
1.0,2090,202090,35.0,Self Enquiry,1,33.0,Small Business,Female,2,4.0,Basic,5.0,Single,2.0,0,4,0,1.0,Executive,17559.0
1.0,2854,202854,31.0,Self Enquiry,1,9.0,Salaried,Fe Male,3,6.0,Deluxe,3.0,Unmarried,4.0,0,2,0,2.0,Manager,24769.0
1.0,2977,202977,41.0,Company Invited,3,12.0,Salaried,Male,3,5.0,Standard,5.0,Divorced,7.0,1,5,0,2.0,Senior Manager,29153.0
1.0,2496,202496,45.0,Self Enquiry,3,7.0,Small Business,Female,4,4.0,Deluxe,5.0,Married,7.0,1,2,0,1.0,Manager,24132.0
1.0,4060,204060,31.0,Self Enquiry,1,9.0,Small Business,Male,3,5.0,Basic,3.0,Unmarried,2.0,0,4,0,1.0,Executive,21398.0
1.0,4754,204754,36.0,Self Enquiry,1,7.0,Small Business,Male,3,5.0,Basic,3.0,Married,8.0,0,1,1,2.0,Executive,20936.0
1.0,1630,201630,22.0,Self Enquiry,1,25.0,Small Business,Male,3,3.0,Basic,3.0,Married,2.0,0,1,1,0.0,Executive,17323.0
1.0,1830,201830,57.0,Self Enquiry,1,6.0,Small Business,Male,2,3.0,Deluxe,3.0,Married,3.0,0,3,0,1.0,Manager,21755.0
1.0,2895,202895,43.0,Self Enquiry,1,31.0,Small Business,Male,3,4.0,Standard,5.0,Divorced,3.0,1,2,1,2.0,Senior Manager,26084.0
1.0,2575,202575,51.0,Company Invited,3,19.0,Small Business,Fe Male,4,4.0,Standard,3.0,Unmarried,6.0,0,5,0,1.0,Senior Manager,27886.0
1.0,2415,202415,50.0,Company Invited,3,18.0,Salaried,Male,2,3.0,Deluxe,3.0,Single,4.0,1,3,1,1.0,Manager,31880.0
1.0,2969,202969,25.0,Self Enquiry,3,10.0,Salaried,Female,4,4.0,Deluxe,3.0,Unmarried,2.0,0,2,1,1.0,Manager,23255.0
1.0,4507,204507,37.0,Self Enquiry,1,7.0,Salaried,Female,3,4.0,Deluxe,4.0,Married,2.0,0,5,1,2.0,Manager,23906.0
1.0,4786,204786,34.0,Company Invited,3,32.0,Small Business,Female,3,4.0,Deluxe,3.0,Married,3.0,0,3,0,2.0,Manager,23217.0
1.0,3655,203655,38.0,Company Invited,3,7.0,Small Business,Male,3,6.0,Deluxe,3.0,Married,3.0,0,1,0,2.0,Manager,28203.0
1.0,2906,202906,35.0,Self Enquiry,3,28.0,Salaried,Male,4,3.0,Deluxe,3.0,Unmarried,3.0,0,3,1,1.0,Manager,24015.0
1.0,418,200418,26.0,Self Enquiry,1,29.0,Salaried,Female,2,3.0,Basic,3.0,Married,2.0,0,3,1,1.0,Executive,17886.0
1.0,3213,203213,27.0,Company Invited,1,7.0,Small Business,Female,4,5.0,Basic,3.0,Married,3.0,0,2,1,1.0,Executive,20685.0
1.0,3484,203484,41.0,Company Invited,1,15.0,Small Business,Male,3,5.0,Standard,4.0,Married,4.0,0,1,1,2.0,Senior Manager,32435.0
1.0,4677,204677,35.0,Self Enquiry,3,17.0,Salaried,Female,3,4.0,Basic,3.0,Married,3.0,1,1,0,2.0,Executive,20898.0
1.0,2622,202622,47.0,Self Enquiry,3,7.0,Small Business,Female,4,4.0,Standard,5.0,Married,3.0,0,2,1,2.0,Senior Manager,29131.0
1.0,3594,203594,36.0,Self Enquiry,1,25.0,Salaried,Male,3,2.0,Deluxe,5.0,Married,3.0,0,3,0,2.0,Manager,23886.0
1.0,4839,204839,43.0,Company Invited,1,8.0,Salaried,Female,4,2.0,Standard,4.0,Single,3.0,0,3,1,1.0,Senior Manager,21050.0
1.0,773,200773,36.0,Self Enquiry,1,18.0,Small Business,Fe Male,2,4.0,Standard,3.0,Unmarried,1.0,0,2,1,0.0,Senior Manager,23858.0
1.0,3992,203992,38.0,Self Enquiry,1,14.0,Small Business,Male,2,4.0,Standard,3.0,Single,6.0,0,1,0,1.0,Senior Manager,32342.0
1.0,3115,203115,35.0,Self Enquiry,1,17.0,Salaried,Male,3,4.0,Basic,4.0,Married,3.0,0,2,1,1.0,Executive,20686.0
1.0,3250,203250,53.0,Self Enquiry,1,14.0,Salaried,Male,3,4.0,Standard,4.0,Single,2.0,0,3,1,2.0,Senior Manager,29123.0
1.0,1788,201788,27.0,Self Enquiry,1,11.0,Salaried,Female,2,3.0,Basic,4.0,Single,2.0,1,3,0,1.0,Executive,17478.0
1.0,3482,203482,49.0,Self Enquiry,3,14.0,Small Business,Male,4,4.0,Deluxe,5.0,Married,6.0,0,4,1,2.0,Manager,24164.0
1.0,4865,204865,42.0,Company Invited,3,16.0,Salaried,Male,3,6.0,Super Deluxe,3.0,Married,2.0,0,5,1,2.0,AVP,24829.0
1.0,1880,201880,30.0,Self Enquiry,1,8.0,Salaried,Female,2,5.0,Deluxe,3.0,Single,3.0,0,1,1,0.0,Manager,21091.0
1.0,3986,203986,32.0,Self Enquiry,1,7.0,Small Business,Male,3,4.0,Basic,4.0,Single,3.0,0,3,1,1.0,Executive,21179.0
1.0,3877,203877,26.0,Self Enquiry,3,15.0,Salaried,Female,3,4.0,Deluxe,3.0,Married,2.0,1,1,1,2.0,Manager,23585.0
1.0,3329,203329,26.0,Self Enquiry,3,17.0,Salaried,Male,3,4.0,Deluxe,3.0,Unmarried,2.0,0,2,0,2.0,Manager,23628.0
1.0,620,200620,35.0,Self Enquiry,1,33.0,Small Business,Female,2,4.0,Basic,5.0,Single,2.0,0,4,1,1.0,Executive,17559.0
1.0,1918,201918,40.0,Self Enquiry,1,12.0,Salaried,Fe Male,3,3.0,Super Deluxe,3.0,Unmarried,1.0,0,5,1,0.0,AVP,28237.0
1.0,2825,202825,31.0,Self Enquiry,3,9.0,Large Business,Male,4,4.0,Basic,4.0,Divorced,3.0,0,3,1,3.0,Executive,21154.0
1.0,3344,203344,37.0,Company Invited,1,10.0,Large Business,Male,3,4.0,Basic,4.0,Divorced,3.0,0,3,1,2.0,Executive,22370.0
1.0,4031,204031,37.0,Company Invited,3,18.0,Large Business,Female,4,4.0,Standard,3.0,Married,2.0,0,5,0,3.0,Senior Manager,28416.0
1.0,3395,203395,42.0,Company Invited,3,17.0,Small Business,Male,3,6.0,Deluxe,4.0,Unmarried,3.0,0,1,1,1.0,Manager,24829.0
1.0,2398,202398,44.0,Company Invited,3,7.0,Large Business,Male,3,3.0,Basic,3.0,Married,4.0,0,3,1,1.0,Executive,22978.0
1.0,1671,201671,49.0,Company Invited,1,24.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,1,1,0,0.0,Manager,21804.0
1.0,3184,203184,36.0,Self Enquiry,1,17.0,Salaried,Male,3,4.0,Basic,3.0,Married,3.0,0,5,1,1.0,Executive,22595.0
1.0,583,200583,34.0,Self Enquiry,3,14.0,Salaried,Female,3,3.0,Deluxe,5.0,Divorced,6.0,0,2,1,0.0,Manager,21500.0
1.0,2424,202424,42.0,Company Invited,2,14.0,Salaried,Female,3,4.0,Basic,3.0,Married,7.0,0,5,1,1.0,Executive,32861.0
1.0,1449,201449,32.0,Self Enquiry,1,8.0,Large Business,Male,3,3.0,Basic,5.0,Single,2.0,0,1,1,1.0,Executive,17439.0
1.0,3410,203410,59.0,Self Enquiry,1,14.0,Small Business,Female,3,5.0,Standard,5.0,Divorced,2.0,1,4,1,1.0,Senior Manager,28686.0
1.0,1627,201627,58.0,Self Enquiry,1,15.0,Small Business,Female,3,4.0,Basic,4.0,Married,5.0,1,1,1,1.0,Executive,18346.0
1.0,2255,202255,40.0,Self Enquiry,1,26.0,Large Business,Male,3,3.0,Standard,3.0,Married,5.0,0,3,1,1.0,Senior Manager,25322.0
1.0,2661,202661,30.0,Self Enquiry,1,7.0,Large Business,Male,3,4.0,Basic,3.0,Single,2.0,0,2,0,1.0,Executive,20736.0
1.0,2980,202980,61.0,Self Enquiry,3,23.0,Small Business,Male,3,4.0,Deluxe,5.0,Unmarried,2.0,0,4,1,1.0,Manager,24083.0
1.0,167,200167,30.0,Self Enquiry,3,11.0,Salaried,Female,2,3.0,Standard,3.0,Divorced,3.0,0,4,1,1.0,Senior Manager,24419.0
1.0,2960,202960,24.0,Self Enquiry,1,11.0,Small Business,Male,3,3.0,Basic,5.0,Divorced,4.0,0,4,0,2.0,Executive,21497.0
1.0,4014,204014,38.0,Self Enquiry,2,13.0,Salaried,Male,4,4.0,Basic,5.0,Married,6.0,1,1,0,3.0,Executive,20751.0
1.0,2597,202597,46.0,Self Enquiry,1,16.0,Salaried,Male,3,4.0,Deluxe,4.0,Married,2.0,0,4,1,1.0,Manager,21026.0
1.0,146,200146,30.0,Self Enquiry,1,8.0,Small Business,Male,2,4.0,Basic,3.0,Single,1.0,0,4,0,0.0,Executive,17720.0
1.0,3952,203952,37.0,Self Enquiry,1,12.0,Salaried,Female,3,5.0,Basic,5.0,Married,2.0,1,1,1,2.0,Executive,22097.0
1.0,3471,203471,35.0,Self Enquiry,1,7.0,Salaried,Female,3,5.0,Basic,4.0,Divorced,7.0,0,1,1,2.0,Executive,21972.0
1.0,4421,204421,30.0,Self Enquiry,3,10.0,Small Business,Female,4,4.0,Deluxe,3.0,Married,3.0,0,1,0,1.0,Manager,24239.0
1.0,4456,204456,39.0,Self Enquiry,1,7.0,Salaried,Fe Male,3,4.0,Standard,3.0,Unmarried,6.0,1,1,0,2.0,Senior Manager,26539.0
1.0,4123,204123,47.0,Self Enquiry,1,7.0,Small Business,Male,4,4.0,Standard,5.0,Married,2.0,0,1,0,3.0,Senior Manager,28074.0
1.0,3493,203493,31.0,Self Enquiry,3,23.0,Salaried,Male,4,4.0,Deluxe,3.0,Divorced,2.0,0,3,0,3.0,Manager,23979.0
1.0,4040,204040,59.0,Self Enquiry,1,30.0,Small Business,Female,4,4.0,Standard,3.0,Married,3.0,0,3,1,1.0,Senior Manager,28990.0
1.0,351,200351,32.0,Self Enquiry,1,8.0,Small Business,Female,3,3.0,Basic,4.0,Divorced,2.0,0,4,0,0.0,Executive,17370.0
1.0,644,200644,31.0,Self Enquiry,1,17.0,Salaried,Male,2,3.0,Basic,3.0,Divorced,4.0,1,3,1,1.0,Executive,17356.0
1.0,3068,203068,54.0,Self Enquiry,3,14.0,Small Business,Female,4,5.0,Standard,3.0,Divorced,2.0,1,2,0,1.0,Senior Manager,29612.0
1.0,1030,201030,31.0,Self Enquiry,3,14.0,Salaried,Male,2,3.0,Standard,3.0,Married,2.0,0,3,1,0.0,Senior Manager,25793.0
1.0,388,200388,42.0,Self Enquiry,1,6.0,Salaried,Female,3,3.0,Basic,5.0,Married,4.0,0,3,1,1.0,Executive,17576.0
1.0,2236,202236,50.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,King,3.0,Married,3.0,1,1,1,2.0,VP,34237.0
1.0,3713,203713,44.0,Self Enquiry,2,9.0,Salaried,Male,4,4.0,Basic,3.0,Unmarried,2.0,0,1,0,1.0,Executive,22217.0
1.0,2127,202127,29.0,Self Enquiry,1,13.0,Small Business,Female,3,4.0,Basic,3.0,Married,7.0,0,5,1,1.0,Executive,17532.0
1.0,1751,201751,42.0,Self Enquiry,3,6.0,Salaried,Male,1,3.0,Deluxe,3.0,Married,2.0,0,3,1,0.0,Manager,19907.0
1.0,789,200789,44.0,Self Enquiry,2,6.0,Small Business,Male,3,4.0,Standard,5.0,Divorced,1.0,0,4,1,0.0,Senior Manager,25482.0
1.0,1284,201284,39.0,Self Enquiry,1,16.0,Small Business,Male,3,3.0,Standard,3.0,Unmarried,1.0,0,3,1,0.0,Senior Manager,28464.0
1.0,3245,203245,51.0,Company Invited,3,7.0,Salaried,Male,3,4.0,Deluxe,3.0,Unmarried,5.0,1,2,0,1.0,Manager,23406.0
1.0,2820,202820,52.0,Self Enquiry,3,21.0,Salaried,Female,3,4.0,Deluxe,3.0,Divorced,6.0,0,3,0,2.0,Manager,23614.0
1.0,4068,204068,33.0,Company Invited,3,15.0,Small Business,Fe Male,3,4.0,Standard,3.0,Unmarried,3.0,0,4,1,2.0,Senior Manager,27676.0
1.0,2063,202063,36.0,Self Enquiry,1,6.0,Salaried,Female,2,3.0,Deluxe,4.0,Married,1.0,0,5,1,1.0,Manager,20228.0
1.0,2752,202752,59.0,Company Invited,1,7.0,Salaried,Male,3,6.0,Deluxe,3.0,Married,4.0,1,2,1,2.0,Manager,24338.0
1.0,2306,202306,29.0,Self Enquiry,3,29.0,Salaried,Female,2,4.0,Standard,5.0,Married,2.0,0,3,1,1.0,Senior Manager,22336.0
1.0,4003,204003,47.0,Self Enquiry,3,16.0,Small Business,Male,4,5.0,Standard,3.0,Unmarried,3.0,0,5,1,3.0,Senior Manager,28297.0
1.0,1189,201189,33.0,Self Enquiry,3,8.0,Small Business,Male,3,3.0,Deluxe,3.0,Married,2.0,0,3,1,1.0,Manager,20505.0
1.0,3157,203157,46.0,Self Enquiry,1,7.0,Small Business,Female,4,4.0,Basic,3.0,Married,5.0,0,5,0,2.0,Executive,20948.0
1.0,1784,201784,39.0,Self Enquiry,1,16.0,Small Business,Male,3,3.0,Super Deluxe,5.0,Married,2.0,1,3,1,2.0,AVP,32068.0
1.0,2528,202528,35.0,Self Enquiry,1,7.0,Small Business,Male,4,4.0,Deluxe,4.0,Divorced,3.0,0,5,0,1.0,Manager,23003.0
1.0,1531,201531,38.0,Company Invited,1,35.0,Salaried,Female,2,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,17406.0
1.0,470,200470,24.0,Company Invited,3,30.0,Small Business,Male,2,3.0,Basic,3.0,Divorced,1.0,0,4,0,1.0,Executive,17400.0
1.0,335,200335,40.0,Self Enquiry,3,6.0,Small Business,Male,2,5.0,Deluxe,3.0,Divorced,3.0,1,3,1,0.0,Manager,22457.0
1.0,2806,202806,22.0,Company Invited,3,16.0,Small Business,Male,3,4.0,Basic,3.0,Unmarried,3.0,0,4,0,1.0,Executive,21288.0
1.0,1281,201281,35.0,Self Enquiry,3,33.0,Salaried,Male,2,3.0,Deluxe,3.0,Single,2.0,1,5,0,0.0,Manager,20813.0
1.0,4281,204281,51.0,Self Enquiry,1,17.0,Large Business,Male,4,5.0,Standard,3.0,Single,8.0,0,5,1,2.0,Senior Manager,29174.0
1.0,201,200201,49.0,Company Invited,1,24.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,1,2,0,1.0,Manager,21804.0
1.0,2708,202708,29.0,Self Enquiry,1,9.0,Salaried,Male,4,4.0,Basic,3.0,Unmarried,4.0,0,4,1,2.0,Executive,22163.0
1.0,1744,201744,21.0,Self Enquiry,1,9.0,Small Business,Male,3,4.0,Basic,3.0,Single,2.0,0,5,1,2.0,Executive,18230.0
1.0,2114,202114,31.0,Self Enquiry,1,17.0,Salaried,Male,2,3.0,Basic,3.0,Married,4.0,1,3,0,0.0,Executive,17356.0
1.0,1739,201739,36.0,Self Enquiry,1,12.0,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,0,5,1,1.0,Executive,18210.0
1.0,1200,201200,44.0,Self Enquiry,2,6.0,Salaried,Female,2,3.0,Basic,3.0,Married,5.0,1,3,1,0.0,Executive,18195.0
1.0,4035,204035,34.0,Company Invited,3,29.0,Small Business,Male,4,4.0,Deluxe,4.0,Married,2.0,0,1,0,1.0,Manager,24824.0
1.0,3942,203942,45.0,Self Enquiry,1,14.0,Small Business,Female,3,5.0,Standard,3.0,Married,5.0,0,4,0,1.0,Senior Manager,28926.0
1.0,717,200717,27.0,Self Enquiry,1,22.0,Large Business,Female,2,3.0,Basic,4.0,Divorced,1.0,0,2,1,0.0,Executive,17811.0
1.0,973,200973,35.0,Self Enquiry,1,6.0,Small Business,Female,2,4.0,Deluxe,3.0,Divorced,1.0,0,1,1,1.0,Manager,20363.0
1.0,2134,202134,36.0,Self Enquiry,1,20.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,1.0,1,5,1,0.0,Manager,21586.0
1.0,2105,202105,35.0,Self Enquiry,1,15.0,Salaried,Female,3,4.0,Standard,3.0,Married,2.0,1,4,1,2.0,Senior Manager,25685.0
1.0,1378,201378,42.0,Self Enquiry,3,18.0,Small Business,Male,3,3.0,Deluxe,3.0,Married,4.0,1,1,0,0.0,Manager,20087.0
1.0,4479,204479,24.0,Self Enquiry,1,17.0,Small Business,Male,4,2.0,Basic,3.0,Unmarried,3.0,0,1,0,2.0,Executive,22183.0
1.0,2994,202994,24.0,Self Enquiry,1,16.0,Small Business,Male,3,4.0,Basic,5.0,Divorced,3.0,0,3,0,2.0,Executive,21178.0
1.0,2524,202524,31.0,Self Enquiry,1,7.0,Salaried,Male,3,5.0,Deluxe,3.0,Divorced,3.0,1,2,1,2.0,Manager,23804.0
1.0,2086,202086,51.0,Self Enquiry,3,32.0,Small Business,Female,3,3.0,Super Deluxe,3.0,Married,3.0,0,3,1,1.0,AVP,31307.0
1.0,1282,201282,33.0,Self Enquiry,1,14.0,Salaried,Male,2,1.0,Basic,5.0,Married,7.0,0,3,1,1.0,Executive,18143.0
1.0,1815,201815,23.0,Self Enquiry,1,32.0,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,1,0,1.0,Executive,17904.0
1.0,1617,201617,41.0,Company Invited,1,16.0,Salaried,Male,3,4.0,Super Deluxe,5.0,Married,5.0,0,1,1,0.0,AVP,32181.0
1.0,2260,202260,33.0,Self Enquiry,1,11.0,Salaried,Male,2,4.0,Standard,3.0,Married,5.0,0,3,1,1.0,Senior Manager,22119.0
1.0,2637,202637,44.0,Company Invited,1,14.0,Small Business,Male,3,3.0,Basic,3.0,Married,6.0,0,4,0,2.0,Executive,20767.0
1.0,4447,204447,41.0,Company Invited,3,12.0,Salaried,Male,3,5.0,Standard,5.0,Married,7.0,1,5,0,1.0,Senior Manager,29153.0
1.0,4249,204249,41.0,Self Enquiry,3,7.0,Small Business,Male,3,6.0,Deluxe,3.0,Married,4.0,1,3,1,1.0,Manager,26135.0
1.0,2103,202103,36.0,Self Enquiry,2,14.0,Salaried,Male,3,4.0,Basic,5.0,Married,1.0,0,1,0,1.0,Executive,17342.0
